总科,Superfamily,Superfamily author,科,Family,Family Author,亚科,Subfamily,Subfamily Author,族,Tribe,Tribe Author,属,Genus,Genus Author,亚属,Subgenus,Author,种,Species,Species Author,synonyms,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,巨翅绢粉蝶,Aporia gigantea,"Koiwaya, 1993",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,完善绢粉蝶,Aporia agathon,"(Gray, 1831)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,黄翅绢粉蝶,Aporia lemoulti,"Bernardi, 1944",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,奥倍绢粉蝶,Aporia oberthueri,"(Leech, 1890)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,猬形绢粉蝶,Aporia hastata,"(Oberthür, 1892)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,龟井绢粉蝶,Aporia kamei,"Koiwaya, 1989",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,西村绢粉蝶,Aporia nishimurai,"Koiwaya, 1989",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,黑边绢粉蝶,Aporia acraea,"(Oberthür, 1886)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,大邑绢粉蝶,Aporia tayiensis,"Yoshino, 1995",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,利箭绢粉蝶,Aporia harrietae,"(de Nicéville, [1893])",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,蒙蓓绢粉蝶,Apoia monbeigi,"(Oberthür, 1917)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,三黄绢粉蝶,Aporia larraldei,"(Oberthür, 1876)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",绢粉蝶属,Aporia,"Hübner, [1819]",,,,金子绢粉蝶,Aporia kanekoi,"Koiwaya, 1989",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",妹粉蝶属,Mesapia,"Gray, 1856",,,,妹粉蝶,Mesapia peloria,"(Hewitson, 1853)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",园粉蝶属,Cepora,"Billberg, 1820",,,,黑脉园粉蝶,Cepora nerissa,"(Fabricius, 1775)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",园粉蝶属,Cepora,"Billberg, 1820",,,,青园粉蝶,Cepora nadina,"(Lucas, 1852)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",园粉蝶属,Cepora,"Billberg, 1820",,,,黄裙园粉蝶,Cepora judith,"(Fabricius, 1787)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,欧洲粉蝶,Pieris brassicae,"(Linnaeus, 1758)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,斑缘菜粉蝶,Pieris deota,"(de Nicéville, [1884])",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,菜粉蝶,Pieris rapae,"(Linnaeus, 1758)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,东方菜粉蝶,Pieris canidia,"(Linnaeus, 1768)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,克莱粉蝶,Pieris krueperi,"Staudinger, 1860",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,大展粉蝶,Pieris extensa,"Poujade, 1888",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,暗脉菜粉蝶,Pieris napi,"(Linnaeus, 1758)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,,Pieris dulcinea,"Butler, 1882",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,,Pieris erutae,"Poujade, 1888",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,,Pieris latouchei,"Mell, 1939",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,斯坦粉蝶,Pieris steinigeri,"Eitschberger, 1983",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,黑纹粉蝶,Pieris melete,"Ménétriés, 1857",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,黑边粉蝶,Pieris melaina,"R?ber, 1907",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,杜贝粉蝶,Pieris dubernardi,"Oberthür, 1884",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,王氏粉蝶,Pieris wangi,"Huang, 1998",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,春丕粉蝶,Pieris chumbiensis,"(de Nicéville, 1897)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,库茨粉蝶,Pieris kozlovi,"Alphéraky, 1897",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,偌思粉蝶,Pieris rothschildi,"Verity, 1911",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,阿尔金粉蝶,Pieris aljinensis,"Huang & Murayama, 1992",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,大卫粉蝶,Pieris davidis,"Oberthür, 1876",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,维纳粉蝶,Pieris venata,"Leech, 1891",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",粉蝶属,Pieris,"Schrank, 1801",,,,香格里拉粉蝶,Pieris shangrilla,"Tadokoro, Shinkawa & Wang, 2013",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",云粉蝶属,Pontia,"Fabricius, 1807",,,,绿云粉蝶,Pontia chloridice,"(Hübner, [1808-1813])",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",云粉蝶属,Pontia,"Fabricius, 1807",,,,云粉蝶,Pontia daplidice,"(Linnaeus, 1758)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",云粉蝶属,Pontia,"Fabricius, 1807",,,,箭纹云粉蝶,Pontia callidice,"(Hübner, [1799-1800])",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",飞龙粉蝶属,Talbotia,"Schrank, 1801",,,,飞龙粉蝶,Talbotia naganum,"(Moore, 1884)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",侏粉蝶属,Baltia,"Moore, 1878",,,,莎侏粉蝶,Baltia shawii,"(Bates, 1873)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",侏粉蝶属,Baltia,"Moore, 1878",,,,侏粉蝶,Baltia butleri,"(Moore, 1882)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",粉蝶族,Pierini,"Duponchel, [1835]",纤粉蝶属,Leptosia,"Hübner, 1818",,,,纤粉蝶,Leptosia nina,"(Fabricius, 1793)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",鹤顶粉蝶属,Hebomoia,"Hübner, [1819]",,,,鹤顶粉蝶,Hebomoia glaucippe,"(Linnaeus, 1758)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",青粉蝶属,Pareronia,"Bingham, 1907",,,,青粉蝶,Pareronia valeria,"(Cramer, [1776])",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",襟粉蝶属,Anthocharis,"Boisduval, Rambur, Duméril & Graslin, 1833",,,,黄尖襟粉蝶,Anthocharis scolymus,"Butler, 1866",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",襟粉蝶属,Anthocharis,"Boisduval, Rambur, Duméril & Graslin, 1833",,,,皮氏尖襟粉蝶,Anthocharis bieti,"(Oberthür, 1884)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",襟粉蝶属,Anthocharis,"Boisduval, Rambur, Duméril & Graslin, 1833",,,,红襟粉蝶,Anthocharis cardamines,"(Linnaeus, 1758)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",襟粉蝶属,Anthocharis,"Boisduval, Rambur, Duméril & Graslin, 1833",,,,橙翅襟粉蝶,Anthocharis bambusarum,"Oberthür, 1876",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",襟粉蝶属,Anthocharis,"Boisduval, Rambur, Duméril & Graslin, 1833",,,,藏襟粉蝶,Anthocharis thibetana,"Oberthür, 1886",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",眉粉蝶属,Zegris,"Boisduval, [1836]",,,,欧眉粉蝶,Zegris eupheme,"(Esper, [1804])",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",眉粉蝶属,Zegris,"Boisduval, [1836]",,,,赤眉粉蝶,Zegris pyrothoe,"(Eversmann, 1832)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",粉蝶亚科,Pierinae,"Duponchel, [1835]",襟粉蝶族,Anthocharini,"Tutt, 1894",荣粉蝶属,Euchloe,"Hübner, [1819]",,,,东方荣粉蝶,Euchloe creusa,"(Doubleday, [1847])",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",袖粉蝶亚科,Dismorphiinae,"Schatz, 1887",,,,小粉蝶属,Leptidea,"Billberg, 1820",,,,突角小粉蝶,Leptidea amurensis,"Ménétriés, 1859",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",袖粉蝶亚科,Dismorphiinae,"Schatz, 1887",,,,小粉蝶属,Leptidea,"Billberg, 1820",,,,锯纹小粉蝶,Leptidea serrata,"Lee, 1955",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",袖粉蝶亚科,Dismorphiinae,"Schatz, 1887",,,,小粉蝶属,Leptidea,"Billberg, 1820",,,,莫氏小粉蝶,Leptidea morsei,"Fenton, [1882]",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",袖粉蝶亚科,Dismorphiinae,"Schatz, 1887",,,,小粉蝶属,Leptidea,"Billberg, 1820",,,,条纹小粉蝶,Leptidea sinapis,"(Linnaeus, 1758)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",袖粉蝶亚科,Dismorphiinae,"Schatz, 1887",,,,小粉蝶属,Leptidea,"Billberg, 1820",,,,圆翅小粉蝶,Leptidea gigantea,"(Leech, 1890)",,
凤蝶总科,Papilionoidea,"Latreille, 1802",粉蝶科,Pieridae,"Swainson, 1840",袖粉蝶亚科,Dismorphiinae,"Schatz, 1887",,,,小粉蝶属,Leptidea,"Billberg, 1820",,,,乳色小粉蝶,Leptidea lactea,"Lorkovic, 1950",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,暮科眼蝶亚科,Melanitinae,,,,,暮眼蝶属,Melanitis,"Fabricius, 1807",,,,暮眼蝶,Melanitis leda,"(Linnaeus, 1758)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,暮科眼蝶亚科,Melanitinae,,,,,暮眼蝶属,Melanitis,"Fabricius, 1807",,,,睇暮眼蝶,Melanitis phedima,"(Cramer, [1780])",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,暮科眼蝶亚科,Melanitinae,,,,,暮眼蝶属,Melanitis,"Fabricius, 1807",,,,黄带暮眼蝶,Melanitis zitenius,"(Herbst, 1796)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,暮科眼蝶亚科,Melanitinae,,,,,污斑眼蝶属,Cyllogenes,"Butler, 1868",,,,污斑眼蝶,Cyllogenes maculata,"Chou & Qi, 1999",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,暮科眼蝶亚科,Melanitinae,,,,,污斑眼蝶属,Cyllogenes,"Butler, 1868",,,,,Cyllogenes suradeva,"(Moore, 1857) (中国无分布)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,暮科眼蝶亚科,Melanitinae,,,,,污斑眼蝶属,Cyllogenes,"Butler, 1868",,,,,Cyllogenes janetae,"de Nicéville, 1887",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,黛眼蝶,Lethe dura,"(Marshall, 1882)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,木坪黛眼蝶,Lethe moupinensis,"Poujade, 1884",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,素拉黛眼蝶,Lethe sura,"(Doubleday, [1849])",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,甘萨黛眼蝶,Lethe kansa,"(Moore, 1857)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,尖尾黛眼蝶,Lethe sinorix,"(Hewitson, 1863)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,马太黛眼蝶,Lethe mataja,"Fruhstorfer, 1908",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,长纹黛眼蝶,Lethe europa,"(Fabricius, 1775)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,波纹黛眼蝶,Lethe rohria,"(Fabricius, 1787)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,小云斑黛眼蝶,Lethe jalaurida,"(de Nicéville, 1880)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,野濑黛眼蝶,Lethe nosei,"(Koiwaya, 2000)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,米勒黛眼蝶,Lethe moelleri,"(Elwes, 1887)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,曲纹黛眼蝶,Lethe chandica,"(Moore, [1858])",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,三楔黛眼蝶,Lethe mekara,"(Moore, [1858])",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,白带黛眼蝶,Lethe confusa,"Aurivillius, 1897",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,玉带黛眼蝶,Lethe verma,"(Kollar, [1844])",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,紫线黛眼蝶,Lethe violaceopicta,"(Poujade, 1884)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,白裙黛眼蝶,Lethe visrava,"(Moore, [1866])",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,细黛眼蝶,Lethe siderea,"Marshall, [1881]",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,迷纹黛眼蝶,Lethe maitrya,"de Nicéville, 1880",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,西峒黛眼蝶,Lethe sidonis,"(Hewitson, 1863)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,圣母黛眼蝶,Lethe cybele,"Leech, 1894",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,珠连黛眼蝶,Lethe monolifera,"Oberthür, 1923",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,门左黛眼蝶,Lethe manzora,"(Poujade, 1884)",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,孪斑黛眼蝶,Lethe gemina,"Leech, 1891",,
蛱蝶总科,Nymphaloidea,,眼蝶科,Satyridae,,锯眼蝶亚科,Elymninae,,黛眼蝶族,Lethini,,黛眼蝶属,Lethe,"Hübner, [1819]",,,,四川黛眼蝶,Lethe inomatai,"Koiwaya, 1989",,
