491,Hyponephele interposita,¾Ó¼äÔÆÑÛµû,,
492,Hyponephele lupinus,»Æ³ÄÔÆÑÛµû,,
493,Hyponephele dysdora,Î÷·½ÔÆÑÛµû,,
494,Hyponephele lycaon,ÔÆÑÛµû,,
495,Hyponephele huebneri,ºúÔÆÑÛµû,,
496,Hyponephele naricina,ÄÈÀïÔÆÑÛµû,,
497,Hyponephele caducina,¿¨¶¼»ÆÔÆÑÛµû,,
498,Hyponephele kirghisa,¼ª¶ûÔÆÑÛµû,,
499,Hyponephele naubidensis,ÀÍ±ËÔÆÑÛµû,,
500,Hyponephele sifanica,,,
501,Satyrus ferula,ĞşÉÑÑÛµû,,
502,Satyrus parisatis,±ßÑÛµû,,
503,Minois dryas,ÉßÑÛµû,,
504,Minois nagasawae,ÓÀÔóÉßÑÛµû,,
505,Minois aurata,¸ßÉ½ÉßÑÛµû,,
506,Minois paupera,ÒìµãÉßÑÛµû,,
507,Paroeneis palaearctica,¹Å±±Äâ¾ÆÑÛµû,,
508,Paroeneis sikkimensis,Îı½ğÄâ¾ÆÑÛµû,,
509,Paroeneis pumilus,Äâ¾ÆÑÛµû,,
510,Paroeneis bicolor,Ë«É«Äâ¾ÆÑÛµû,,
511,Paroeneis parapumilus,²à¹âÄâ¾ÆÑÛµû,,
512,Paroeneis grandis,´óÄâ¾ÆÑÛµû,,
513,Karanasa regeli,éÂÑÛµû,,
514,Karanasa latifasciata,²àÌõéÂÑÛµû,,
515,Pseudochazara hippolyte,ÊÙÑÛµû,,
516,Pseudochazara baldiva,Ë«ĞÇÊÙÑÛµû,,
517,Pseudochazara turkestana,Í»ØÊÊÙÑÛµû,,
518,Eumenis autonoe,ÈÊÑÛµû,,
519,Chazara anthe,»¨ÑÒÑÛµû,,
520,Chazara heydenreichii,°×ÊÒÑÒÑÛµû,,
521,Chazara briseis,°Ë×ÖÑÒÑÛµû,,
522,Aulocera padma,´óĞÍÁÖÑÛµû,,
523,Aulocera loha,ÂŞ¹şÁÖÑÛµû,,
524,Aulocera merlina,Ï¸Ã¼ÁÖÑÛµû,,
525,Aulocera magica,ËÄÉäÁÖÑÛµû,,
526,Aulocera sybillina,Ğ¡ĞÍÁÖÑÛµû,,
527,Aulocera brahminus,ÁÖÑÛµû,,
528,Aulocera lativitta,°ôÎÆÁÖÑÛµû,,
529,Aulocera saraswati,ºÚ´øÁÖÑÛµû,,
530,Aulocera ellenae,,,
531,Aulocera koiwayai,,,
532,Davidina armandi,¾îÑÛµû,,
533,Davidina alticola,ºÚ¾îÑÛµû,,
534,Ypthima balda,ÛÇÑÛµû,,
535,Ypthima zodia,×¿ÛÇÑÛµû,,
536,Ypthima conjuncta,ÓÄÛÇÑÛµû,,
537,Ypthima formosana,Ì¨ÍåÛÇÑÛµû,,
538,Ypthima yamanakai,É½ÖĞÛÇÑÛµû,,
539,Ypthima lisandra,ÀèÉ£ÛÇÑÛµû,,
540,Ypthima medusa,Ä§Å®ÛÇÑÛµû,,
541,Ypthima sakra,Á¬°ßÛÇÑÛµû,,
542,Ypthima nikaea,ÈÚ°ßÛÇÑÛµû,,
543,Ypthima tappana,´ó²¨ÛÇÑÛµû,,
544,Ypthima praenubila,Ç°ÎíÛÇÑÛµû,,
545,Ypthima ciris,ğØÛÇÑÛµû,,
546,Ypthima perfecta,ÍêèµÛÇÑÛµû,,
547,Ypthima esakii,½­ÆéÛÇÑÛµû,,
548,Ypthima chinensis,ÖĞ»ªÛÇÑÛµû,,
549,Ypthima nareda,Ğ¡ÛÇÑÛµû,,
550,Ypthima iris,ºçÛÇÑÛµû,,
551,Ypthima multistriata,ÃÜÎÆÛÇÑÛµû,,
552,Ypthima dromon,ÖØ¹âÛÇÑÛµû,,
553,Ypthima megalomma,ÂÒÔÆÛÇÑÛµû,,
554,Ypthima motschulskyi,¶«ÑÇÛÇÑÛµû,,
555,Ypthima melli,ÂõÊ½ÛÇÑÛµû,,
556,Ypthima argus,¶«±±ÛÇÑÛµû,,
557,Ypthima insolita,²»¹ÂÛÇÑÛµû,,
558,Ypthima asterope,ÈıĞÇÛÇÑÛµû,,
559,Ypthima yangjiahei,Ñî¼ÒºÓÛÇÑÛµû,,
560,Ypthima dengae,µÇ¸ÂÛÇÑÛµû,,
561,Ypthima pemakoi,ÅåÂêÛÇÑÛµû,,
562,Ypthima confusa,»ìÍ¬ÛÇÑÛµû,,
563,Ypthima sinica,ÉñÖİÛÇÑÛµû,,
564,Ypthima tiani,ÌïÊÏÛÇÑÛµû,,
565,Ypthima albipuncta,°×°ßÛÇÑÛµû,,
566,Ypthima methorina,Ã×¶âÛÇÑÛµû,,
567,Ypthima parasakra,²à°ßÛÇÑÛµû,,
568,Ypthima savara,»Ò°×ÛÇÑÛµû,,
569,Ypthima similis,Ó¡¶ÈÛÇÑÛµû,,
570,Ypthima sobrina,Ë÷²£ÛÇÑÛµû,,
571,Ypthima wangi,ÍõÊÏÛÇÑÛµû,,
572,Ypthima beautei,ÃÀÀöÛÇÑÛµû,,
573,Ypthima akragas,,,
574,Ypthima pseudodromon,,,
575,Ypthima akbar,,,
576,Ypthima putamdui,,,
577,Ypthima baileyi,,,
578,Ypthima frontierii,,,
579,Ypthima yoshinobui,,,
580,Ypthima lihongxingi,,,
581,Ypthima phania,,,
582,Ypthima muotuoensis,,,
583,Ypthima pseudosakra,,,
584,Ypthima uemuraiana,,,
585,Ypthima microphthalma,,,
586,Ypthima angustipennis,,,
587,Ypthima wenlungi,,,
588,Ypthima eckweileri,,,
589,Ypthima kitawakii,,,
590,Ypthima prattii,,,
591,Ypthima phania,,,
592,Palaeonympha opalina,¹ÅÑÛµû,,
593,Callerebia suroia,´óÑŞÑÛµû,,
594,Callerebia polyphemus,¶à°ßÑŞÑÛµû,,
595,Callerebia baileyi,°×±ßÑŞÑÛµû,,
596,Callerebia hybrida,ÔÓÑŞÑÛµû,,
597,Callerebia ulfi,,,
598,Loxerebia saxicola,°×Í«Ë´ÑÛµû,,
599,Loxerebia pratorum,²İÔ­Ë´ÑÛµû,,
600,Loxerebia martyr,ºÚË´ÑÛµû,,
601,Loxerebia carola,Ê®Ä¿Ë´ÑÛµû,,
602,Loxerebia sylvicola,ÁÖÇøË´ÑÛµû,,
603,Loxerebia albipuncta,°×µãË´ÑÛµû,,
604,Loxerebia megalops,¾Ş¾¦Ë´ÑÛµû,,
605,Loxerebia bocki,¶àÀáË´ÑÛµû,,
606,Loxerebia zhongdianensis,ÖĞµéË´ÑÛµû,,
607,Loxerebia lianhuanensis,Ë«ÁªË´ÑÛµû,,
608,Loxerebia phyllis,ÀöË´ÑÛµû,,
609,Loxerebia yphtimoides,ÔÆÄÏË´ÑÛµû,,
610,Loxerebia innupta,»Æ´øË´ÑÛµû,,
611,Loxerebia yukikoae,,,
612,Loxerebia pieli,,,
613,Loxerebia loczyi,,,
614,Hemadara delavayi,ºá²¨Ë´ÑÛµû,Loxerebia delavayi,
615,Hemadara ruricola,´¹ÀáË´ÑÛµû,Loxerebia ruricola,
616,Hemadara narasingha,,,
617,Hemadara minorata,,,
618,Hemadara albiligata,,,
619,Hemadara rurigena,Ô²¾¦Ë´ÑÛµû,Loxerebia rurigena,
620,Hemadara seitzi,Èü×ÈË´ÑÛµû,Loxerebia seitzi,
621,Proterebia afra,Ô­ºìÑÛµû,,
622,Eugrumia herse,¶ú»·É½ÑÛµû,Paralasa herse,
623,Eugrumia koenigi,,,
624,Eugrumia discalis,,,
625,Argestina pomena,Æ»É«Ã÷íøÑÛµû,,
626,Argestina inconstans,ºìÈ¹±ßÃ÷íøÑÛµû,,
627,Argestina karta,ºÚÃ÷íøÑÛµû,,
628,Argestina waltoni,Ã÷íøÑÛµû,,
629,Paralasa hades,¹şµÂÉ½ÑÛµû,,
630,Paralasa kalinda,¿¦Ê²É½ÑÛµû,,
631,Paralasa zhongdianensis,ÖĞµéÉ½ÑÛµû,,
632,Paralasa nitida,µ¥Í«É½ÑÛµû,Argestina nitida,
633,Paralasa phantasta,´óÉ½ÑÛµû,Argestina phantasta,
634,Sinonympha avinoffi,»ªÑÛµû,Sinonympha amoena,
635,Boeberia parmenio,±´ÑÛµû,,
636,Oeneis urda,¾ÆÑÛµû,,
637,Oeneis nanna,ÄÈÄÈ¾ÆÑÛµû,,
638,Oeneis buddha,ÆĞÈø¾ÆÑÛµû,,
639,Oeneis mongolica,ÃÉ¹Å¾ÆÑÛµû,,
640,Oeneis jutta,Öé¾ÆÑÛµû,,
641,Oeneis melissa,µ­¾ÆÑÛµû,,
642,Oeneis peartiae,ÎŞ¾ÆÑÛµû,,
643,Oeneis norna,Å¨¾ÆÑÛµû,,
644,Coenonympha amaryllis,ÄÁÅ®ÕäÑÛµû,,
645,Coenonympha oedippus,°®ÕäÑÛµû,,
646,Coenonympha pamphilus,ÅË·ÇÕäÑÛµû,,
647,Coenonympha sunbecca,ÂÌ°ßÕäÑÛµû,,
648,Coenonympha semenovi,Î÷ÃÅÕäÑÛµû,,
649,Coenonympha hero,Ó¢ĞÛÕäÑÛµû,,
650,Coenonympha arcania,Òş²ØÕäÑÛµû,,
651,Coenonympha tydeus,µÒÌ©ÕäÑÛµû,,
652,Coenonympha sinica,ÖĞ»ªÕäÑÛµû,,
653,Coenonympha glycerion,ÓÍÇìÕäÑÛµû,,
654,Lyela myops,ºìÂ³ÑÛµû,,
655,Aphantopus hyperantus,°¢·ÒÑÛµû,,
656,Aphantopus arvensis,´ó°ß°¢·ÒÑÛµû,,
657,Aphantopus maculosa,¶à°ß°¢·ÒÑÛµû,,
658,Triphysa phryne,ó¸ÑÛµû,,
659,Triphysa dohrnii,Òøó¸ÑÛµû,,
660,Triphysa nervosa,ĞË°²ó¸ÑÛµû,,
661,Erebia alcmena,ºìÑÛµû,,
662,Erebia neriene,°µºìÑÛµû,,
663,Erebia ligea,²¨³áºìÑÛµû,,
664,Erebia theano,õ¢ºìÑÛµû,,
665,Erebia turanica,Í¼À¼ºìÑÛµû,,
666,Erebia sibo,Î÷±¦ºìÑÛµû,,
667,Erebia kalmuka,°×³ÄñÊºìÑÛµû,,
668,Erebia cyclopia,»Æ¿ôºìÑÛµû,,
669,Erebia wanga,°×µãºìÑÛµû,,
670,Erebia atramentaria,°¢ºìÑÛµû,,
671,Erebia tsengelensis,,,
672,Erebia tristior,,,
673,Atercoloratus alini,äÖºÚÑÛµû,,
674,Zipaetis unipupillata,×ÊÑÛµû,,
675,Zipaetis scylax,ç²°ßÑÛµû,,
676,Arethusana arethusa,°¢ÀÕÑÛµû,,
677,Libythea lepita,ÆÓà¹µû,,
678,Libythea myrrha,°ôÎÆà¹µû,,
679,Libythea geoffroyi,×Ïà¹µû,,
680,Danaus chrysippus,½ğ°ßµû,,
681,Danaus genutia,»¢°ßµû,,
682,Tirumala limniace,Çà°ßµû,,
683,Tirumala gautama,æéÎÆÇà°ßµû,,
684,Tirumala septentrionis,ØÄÇà°ßµû,,
685,Parantica sita,´ó¾î°ßµû,,
686,Parantica pedonga,Î÷²Ø¾î°ßµû,,
687,Parantica melanea,ºÚ¾î°ßµû,,
688,Parantica swinhoei,Ë¹ÊÏ¾î°ßµû,,
689,Parantica aglea,¾î°ßµû,,
690,Ideopsis vulgaris,ì½°ßµû,,
691,Ideopsis similis,Äâì½°ßµû,,
692,Idea leuconoe,´ó²¯°ßµû,,
693,Euploea midamus,À¶µã×Ï°ßµû,,
694,Euploea core,»Ã×Ï°ßµû,,
695,Euploea eunice,ºÚ×Ï°ßµû,,
696,Euploea sylvester,Ë«±ê×Ï°ßµû,,
697,Euploea tulliola,¶ÊÀö×Ï°ßµû,,
698,Euploea mulciber,ÒìĞÍ×Ï°ßµû,,
699,Euploea algea,Àä×Ï°ßµû,,
700,Euploea klugii,Ä¬×Ï°ßµû,,
701,Euploea radamantha,°×±Ú×Ï°ßµû,,
702,Calinaga davidis,´óÎÀ¾îòÌµû,,
703,Calinaga buddha,¾îòÌµû,,
704,Calinaga lhatso,ºÚ¾îòÌµû,,
705,Calinaga sudassana,´ó¾îòÌµû,,
706,Calinaga aborica,°¢²¨¾îòÌµû,,
707,Calinaga funebris,,,
708,Discophora sondaica,·ïÑÛ·½»·µû,,
709,Discophora timora,¾ª¿Ö·½»·µû,,
710,Enispe lunatum,ÔÂÎÆ¾Ø»·µû,,
711,Enispe cycnus,À¶´ø¾Ø»·µû,,
712,Enispe euthymius,¾Ø»·µû,,
713,Thaumantis diores,×Ï°ß»·µû,,
714,Thaumantis hainana,º£ÄÏ×Ï°ß»·µû,,
715,Amathuxidia morishitai,É­ÏÂ½»Âö»·µû,Amathuxidia amythaon morishitai,
716,Thauria lathyi,Ğ±´ø»·µû,,
717,Aemona amathusia,ÎÆ»·µû,,
718,Aemona lena,¼â³áÎÆ»·µû,,
719,Aemona oberthueri,°Â±¶ÎÆ»·µû,,
720,Stichophthalma howqua,¼ı»·µû,,
721,Stichophthalma suffusa,»ªÎ÷¼ı»·µû,,
722,Stichophthalma neumogeni,Ë«ĞÇ¼ı»·µû,,
723,Stichophthalma louisa,°×Ğä¼ı»·µû,,
724,Stichophthalma fruhstorferi,°×¶µ¼ı»·µû,,
725,Stichophthalma nourmahal,ĞÄ°ß¼ı»·µû,,
726,Stichophthalma le,Àè¼ı»·µû,,
727,Stichophthalma sparta,Ë¹°Í´ï¼ı»·µû,,
728,Stichophthalma camadeva,Ï²Âí¼ı»·µû,,
729,Faunis eumeus,´®Öé»·µû,,
730,Faunis aerope,»Ò³á´®Öé»·µû,,
731,Faunis canens,ºÖ´®Öé»·µû,,
732,Acraea issoria,ÜÑÂéÕäµû,,
733,Acraea violae,°ßÕäµû,,
734,Cethosia biblis,ºì¾âòÌµû,,
735,Cethosia cyane,°×´ø¾âòÌµû,,
736,Vindula erota,ÎÄòÌµû,,
737,Vagrans egista,²ÊòÌµû,,
738,Terinos atlita,¹³³áÌûòÌµû,,
739,Cupha erymanthis,»Æ½óòÌµû,,
740,Phalanta phalantha,·©òÌµû,,
741,Phalanta alcippe,ºÚÔµ·©òÌµû,,
742,Cirrochroa aoris,ê¤òÌµû,,
743,Cirrochroa tyche,ĞÒÔËê¤òÌµû,,
744,Paduca fasciata,çêòÌµû,,
745,Argynnis paphia,ÂÌ±ªòÌµû,,
746,Argynnis hyperbius,ì³±ªòÌµû,Argyreus hyperbius,
747,Argynnis anadyomene,ÔÆ±ªòÌµû,Nephargynnis anadyomene,
748,Argynnis sagana,Çà±ªòÌµû,Damora sagana,
749,Argynnis laodice,ÀÏ±ªòÌµû,Argyronome laodice,
750,Argynnis ruslana,ºìÀÏ±ªòÌµû,Argyronome ruslana,
751,Argynnis pandora,ÅË±ªòÌµû,Pandoriana pandora,
752,Argynnis childreni,Òø±ªòÌµû,Childrena childreni,
753,Argynnis zenobia,ÇúÎÆÒø±ªòÌµû,Childrena zenobia,
754,Argynnis nerippe,ó¸¸£òÌµû,Fabriciana nerippe,
755,Argynnis niobe,¸£òÌµû,Fabriciana niobe,
756,Argynnis xipe,¶«ÑÇ¸£±ªòÌµû,Fabriciana xipe,
757,Argynnis ornatissima,»ªÎ÷¸£±ªòÌµû,,
758,Argynnis adippe,²Ó¸£òÌµû,Fabriciana adippe,
759,Argynnis aglaja,Òø°ß±ªòÌµû,Speyeria aglaja,
760,Argynnis clara,Ã¾°ß±ªòÌµû,Speyeria clara,
761,Issoria eugenia,Çú°ßÖéòÌµû,,
762,Issoria lathonia,ÖéòÌµû,,
763,Issoria gemmata,Î÷²ØÖéòÌµû,,
764,Issoria altissima,¸ßÌáÖéòÌµû,,
765,Brenthis hecate,Å·ÖŞĞ¡±ªòÌµû,,
766,Brenthis daphne,Ğ¡±ªòÌµû,,
767,Brenthis ino,ÒÁÅµĞ¡±ªòÌµû,,
768,Clossiana gong,ÕäòÌµû,,
769,Clossiana selene,±±ÀäÕäòÌµû,,
770,Clossiana perryi,¶«±±ÕäòÌµû,,
771,Clossiana selenis,Î÷ÀäÕäòÌµû,,
772,Clossiana dia,Å®ÉñÕäòÌµû,,
773,Clossiana freija,·ğÕäòÌµû,,
774,Clossiana erubescens,°¬Â³ÕäòÌµû,,
775,Clossiana euphrosyne,ÂÑÕäòÌµû,,
776,Clossiana iphigenia,ÑÏÕäòÌµû,,
777,Clossiana angarensis,°²¸ñ¶ûÕäòÌµû,,
778,Clossiana thore,Í¨ÕäòÌµû,,
779,Clossiana oscarus,±±¹úÕäòÌµû,,
780,Clossiana titania,ÌáÕäòÌµû,,
781,Clossiana erda,°£ÕäòÌµû,,
782,Proclossiana eunomia,²¬òÌµû,,
783,Boloria generator,Ï¥±¦òÌµû,,
784,Boloria sifanica,Ï¸±¦òÌµû,,
785,Boloria altaica,°¢¶ûÌ©±¦òÌµû,,
786,Boloria sipora,ÖĞÑÇ±¦òÌµû,,
787,Boloria palina,»ªÎ÷±¦òÌµû,,
788,Boloria eupales,Î÷²Ø±¦òÌµû,,
789,Kallima inachus,¿İÒ¶òÌµû,,
790,Kallima alicia,º£ÄÏ¿İÒ¶òÌµû,,
791,Kallima limborgii,Äâ¿İÒ¶òÌµû,,
792,Kallima alompra,À¶´ø¿İÒ¶òÌµû,,
793,Doleschallia bisaltide,ó¼Ò¶òÌµû,,
794,Yoma sabina,ÑşòÌµû,,
795,Hypolimnas missipus,½ğ°ßòÌµû,,
796,Hypolimnas bolina,»Ã×Ï°ßòÌµû,,
797,Vanessa indica,´óºìòÌµû,,
798,Vanessa cardui,Ğ¡ºìòÌµû,,
799,Aglais urticae,İ¡ÂéòÌµû,,
800,Aglais chinensis,ÖĞ»ªİ¡ÂéòÌµû,,
801,Aglais ladakensis,Î÷²ØÂéòÌµû,,
802,Aglais caschmirensis,¿ËÊ²Ã×¶ûÂéòÌµû,,
803,Aglais nixa,,,
804,Kaniska canace,ÁğÁ§òÌµû,,
805,Nymphalis antiopa,»ÆÔµòÌµû,,
806,Nymphalis xanthomelas,ÖìòÌµû,,
807,Nymphalis vau-album,°×¾ØÖìòÌµû,,
808,Polygonia c-album,°×¹³òÌµû,,
809,Polygonia c-aureum,»Æ¹³òÌµû,,
810,Polygonia gigantea,¾ŞĞÍ¹³òÌµû,,
811,Polygonia extensa,Õ¹¹³òÌµû,,
812,Polygonia interposita,ÖĞĞÍ¹³òÌµû,,
813,Polygonia gongga,¹±¸Â¹³òÌµû,,
814,Inachis io,¿×È¸òÌµû,,
815,Junonia almana,ÃÀÑÛòÌµû,,
816,Junonia orithya,´äÀ¶ÑÛòÌµû,,
817,Junonia hierta,»ÆÉÑÑÛòÌµû,,
818,Junonia lemonias,ÉßÑÛòÌµû,,
819,Junonia atlites,²¨ÎÆÑÛòÌµû,,
820,Junonia iphita,¹³³áÑÛòÌµû,,
821,Symbrenthia brabira,»Æ±ªÊ¢òÌµû,,
822,Symbrenthia leoparda,°ß±ªÊ¢òÌµû,,
823,Symbrenthia hypselis,»¨±ªÊ¢òÌµû,,
824,Symbrenthia niphanda,ÄŞ±ªÊ¢òÌµû,,
825,Symbrenthia lilaea,É¢ÎÆÊ¢òÌµû,,
826,Symbrenthia silana,Ï²À´Ê¢òÌµû,,
827,Symbrenthia doni,Ãá±ªÊ¢òÌµû,,
828,Symbrenthia sinoides,ÔÆ±ªÊ¢òÌµû,,
829,Symbrenthia sinica,,,
830,Araschnia levana,Ö©òÌµû,,
831,Araschnia prorsoides,Ö±ÎÆÖ©òÌµû,,
832,Araschnia doris,ÇúÎÆÖ©òÌµû,,
833,Araschnia burejana,²¼ÍøÖ©òÌµû,,
834,Araschnia davidis,´óÎÀÖ©òÌµû,,
835,Euphydryas aurinia,,,
836,Euphydryas iduna,ÒÁİÀòÌµû,,
837,Euphydryas maturna,±ªÎÆİÀòÌµû,,
838,Euphydryas ichnea,ÖĞİÀòÌµû,E. intermedia,
839,Euphydryas sibirica,½ğİÀòÌµû,,
840,Mellicta athalia,»ÆÃÛòÌµû,,
841,Mellicta dictynna,ÍøÎÆÃÛòÌµû,,
842,Mellicta plotina,ºÚÃÛòÌµû,,
843,Mellicta ambigua,ºÖÃÛòÌµû,,
844,Mellicta britomartis,²¼ÃÛòÌµû,,
845,Mellicta rebeli,À×ÃÛòÌµû,,
846,Melitaea didyma,µÒÍøòÌµû,,
847,Melitaea didymoides,°ßÍøòÌµû,,
848,Melitaea yuenty,Ô²³áÍøòÌµû,,
849,Melitaea romanovi,ÂŞÍøòÌµû,,
850,Melitaea cinxia,ÇìÍøòÌµû,,
851,Melitaea pallas,²üÍøòÌµû,,
852,Melitaea agar,¾úÍøòÌµû,,
853,Melitaea bellona,À¼ÍøòÌµû,,
854,Melitaea jezabel,ºÚÍøòÌµû,,
855,Melitaea diamina,µÛÍøòÌµû,,
856,Melitaea scotosia,´óÍøòÌµû,,
857,Melitaea ala,°¢À­ÍøòÌµû,,
858,Melitaea latonigena,À°ÍøòÌµû,,
859,Melitaea sutschana,ÃÜµãÍøòÌµû,,
860,Melitaea fergana,·ğÍøòÌµû,,
861,Melitaea infernalis,Ó¡·ÑÍøòÌµû,,
862,Melitaea asteroida,ĞÇÍøòÌµû,,
863,Melitaea solona,ËøÍøòÌµû,,
864,Melitaea protomedia,ÆÕÍøòÌµû,,
865,Melitaea arcesia,°¢¶ûÍøòÌµû,,
866,Melitaea phoebe,ºÖ°ßÍøòÌµû,,
867,Melitaea sibina,ÔÂÑ¿ÍøòÌµû,,
868,Prothoe franck,è±òÌµû,,
869,Polyura arja,·ïÎ²òÌµû,,
870,Polyura athamas,Õ­°ß·ïÎ²òÌµû,,
871,Polyura schreiber,ºÚ·ïÎ²òÌµû,,
872,Polyura narcaea,¶şÎ²òÌµû,,
873,Polyura eudamippus,´ó¶şÎ²òÌµû,,
874,Polyura dolon,ÕëÎ²òÌµû,,
875,Polyura nepenthes,ÍüÓÇÎ²òÌµû,,
876,Polyura posidonius,Õ´½óÎ²òÌµû,,
877,Charaxes marmax,òüòÌµû,,
878,Charaxes aristogiton,ÑÇÁ¦òüòÌµû,,
879,Charaxes bernardus,°×´øòüòÌµû,,
880,Charaxes kahruba,»¨°ßòüòÌµû,,
881,Apatura iris,×ÏÉÁòÌµû,,
882,Apatura bieti,»ªÎ÷ÉÁòÌµû,,
883,Apatura ilia,Áø×ÏÉÁòÌµû,,
884,Apatura metis,Ï¸´øÉÁòÌµû,,
885,Apatura laverna,Çú´øÉÁòÌµû,,
886,Mimathyma chevana,ÃÔòÌµû,,
887,Mimathyma nycteis,Ò¹ÃÔòÌµû,,
888,Mimathyma ambica,»·´øÃÔòÌµû,,
889,Mimathyma schrenckii,°×°ßÃÔòÌµû,,
890,Chitoria fasciola,»Æ´øîøòÌµû,,
891,Chitoria ulupi,ÎäîøòÌµû,,
892,Chitoria subcaerulea,ÀõîøòÌµû,,
893,Chitoria pallas,²¬îøòÌµû,,
894,Chitoria sordida,Ğ±´øîøòÌµû,,
895,Chitoria chrysolora,½ğîøòÌµû,,
896,Chitoria modesta,Ä£îøòÌµû,,
897,Chitoria naga,ÄÇîøòÌµû,,
898,Chitoria leei,ÀîÊÏîøòÌµû,,
899,Rohana parisatis,ÂŞòÌµû,,
900,Rohana parvata,ÕäÏ¡ÂŞòÌµû,,
901,Rohana nakula,ÄÇÂŞòÌµû,,
902,Timelaea maculata,Ã¨òÌµû,,
903,Timelaea albescens,°×ÉÑÃ¨òÌµû,,
904,Dilipa fenestra,Ã÷´°òÌµû,,
905,Dilipa morgiana,´°òÌµû,,
906,Lelecella limenitoides,ÀÛ»ıòÌµû,,
907,Sephisa chandra,Ë§òÌµû,,
908,Sephisa princeps,»ÆË§òÌµû,,
909,Sephisa daimio,Ì¨ÍåË§òÌµû,,
910,Helcyra plesseni,Ì¨Íå°×òÌµû,,
911,Helcyra subalba,Òø°×òÌµû,,
912,Helcyra superba,°Á°×òÌµû,,
913,Helcyra heminea,Å¼µã°×òÌµû,,
914,Herona marathus,Ø³òÌµû,,
915,Eulaceura osteria,¶úòÌµû,,
916,Euripus nyctelius,Ã¢òÌµû,,
917,Euripus consimilis,ÄâÃ¢òÌµû,,
918,Hestina assimilis,ºÚÂöòÌµû,,
919,Hestina persimilis,Äâ°ßÂöòÌµû,,
920,Hestina nama,İğŞ¼ÎÆÂöòÌµû,,
921,Hestina nicevillei,Ú©ÂöòÌµû,Hestina ouvrardi,
922,Sasakia funebris,ºÚ×ÏòÌµû,,
923,Sasakia charonda,´ó×ÏòÌµû,,
924,Pseudergolis wedah,ĞãòÌµû,,
925,Stibochiona nicea,ÊÎòÌµû,,
926,Dichorragia nesimachus,µçòÌµû,,
927,Dichorragia nesseus,³¤²¨µçòÌµû,,
928,Cyrestis themire,ºÚÔµË¿òÌµû,,
929,Cyrestis cocles,°ËÄ¿Ë¿òÌµû,,
930,Cyrestis thyodamas,ÍøË¿òÌµû,,
931,Cyrestis nivea,Ñ©°×Ë¿òÌµû,,
932,Chersonesia risa,»Æ¾î¿²òÌµû,,
933,Ariadne ariadne,²¨òÌµû,,
934,Ariadne merione,Ï¸ÎÆ²¨òÌµû,,
935,Laringa horsfieldii,ÁÖòÌµû,,
936,Seokia pratti,½õÉªòÌµû,Chalinga pratti,
937,Chalinga elwesi,æ±òÌµû,,
938,Parthenos sylvia,ÀöòÌµû,,
939,Bhagadatta austenia,°ÒòÌµû,,
940,Euthalia lubentina,ºì°ß´äòÌµû,,
941,Euthalia apex,°¢Åå´äòÌµû,,
942,Euthalia irrubescens,ºìÈ¹±ß´äòÌµû,,
943,Euthalia phemius,¼â³á´äòÌµû,,
944,Euthalia aconthea,Ã¬´äòÌµû,,
945,Euthalia alpheda,VÎÆ´äòÌµû,,
946,Euthalia monina,°µ°ß´äòÌµû,,
947,Euthalia eriphylae,°µ´äòÌµû,,
948,Euthalia anosia,Ó¥´äòÌµû,,
949,Euthalia yao,¼â³áÓ¥´äòÌµû,,
950,Euthalia saitaphernes,,,
951,Euthalia evelina,ÂÌ´äòÌµû,Dophla evelina,ÂÌòÌµû
952,Euthalia franciae,·©ÀÅ´äòÌµû,,
953,Euthalia durga,°Í´äòÌµû,,
954,Euthalia linpingensis,Ñà×ÓÆº´äòÌµû,,
955,Euthalia iva,ÒÁÍß´äòÌµû,,
956,Euthalia patala,»Æ´ø´äòÌµû,,
957,Euthalia confucius,¿××Ó´äòÌµû,,
958,Euthalia kardama,¼Î´äòÌµû,,
959,Euthalia mingyiae,´®Öé´äòÌµû,,
960,Euthalia hebe,ºÖİí´äòÌµû,,
961,Euthalia pulchella,»ªÀö´äòÌµû,,
962,Euthalia guangdongensis,¹ã¶«´äòÌµû,,
963,Euthalia nara,»ÆÍ­´äòÌµû,,
964,Euthalia chayuana,,Euthalia nara chayuana,
965,Euthalia colinsmithi,,Euthalia nara colinsmithi,
966,Euthalia pacifica,Ì«Æ½´äòÌµû,,
967,Euthalia bunzoi,²¼´äòÌµû,,
968,Euthalia omeia,¶ëÃ¼´äòÌµû,,
969,Euthalia pratti,çê´äòÌµû,,
970,Euthalia occidentalis,,Euthalia pratti occidentalis,
971,Euthalia malapana,Ô­Ã¼´äòÌµû,,
972,Euthalia sahadeva,Á´°ß´äòÌµû,,
973,Euthalia narayana,,Euthalia sahadeva narayana,
974,Euthalia pyrrha,,,
975,Euthalia kosempona,»Æ³á´äòÌµû,,
976,Euthalia strephon,Äí´ø´äòÌµû,,
977,Euthalia khama,É¢°ß´äòÌµû,,
978,Euthalia dubernardi,,,
979,Euthalia staudingeri,ĞÂÓ±´äòÌµû,,
980,Euthalia thibetana,Î÷²Ø´äòÌµû,,
981,Euthalia rickettsi,,,
982,Euthalia masumi,,,
983,Euthalia koharai,¼¦×ã´äòÌµû,,
984,Euthalia hoa,,,
985,Euthalia yasuyukii,Ã÷´ø´äòÌµû,,
986,Euthalia monbeigi,,,
987,Euthalia duda,¶É´ø´äòÌµû,,
